Location,Level,Room,State,StateName
Meekatharra Opt,Ground Floor,,WA,Western Australia
Meekatharra Opt,Lower Ground,,WA,Western Australia
Canning Vale Opt,Ground Floor,Grounds,WA,Western Australia
Canning Vale Opt,Ground Floor,,WA,Western Australia
Canning Vale Opt,,,WA,Western Australia
Baskerville Opt,Ground Floor,Attached to the OPT card reader machine,WA,Western Australia
Baskerville Opt,Ground Floor,Grounds,WA,Western Australia
Baskerville Opt,Ground Floor,,WA,Western Australia
Baskerville Opt,,,WA,Western Australia
Northam Opt,Ground Floor,Grounds,WA,Western Australia
Northam Opt,Ground Floor,Near the OPT card reader,WA,Western Australia
Northam Opt,Ground Floor,,WA,Western Australia
DSF Bunbury,Ground Floor,Boundary,WA,Western Australia
DSF Bunbury,Ground Floor,Entrance,WA,Western Australia
DSF Bunbury,Ground Floor,Entrances,WA,Western Australia
DSF Bunbury,Ground Floor,Firecourt,WA,Western Australia
DSF Bunbury,Ground Floor,Forecourt,WA,Western Australia
DSF Bunbury,Ground Floor,In gantry area,WA,Western Australia
DSF Bunbury,Ground Floor,OPT,WA,Western Australia
DSF Bunbury,Lower Ground,Forecourt,WA,Western Australia
DSF Bunbury,Roof,Forecourt canopy,WA,Western Australia
Rockbank,Ground Floor,Entire Site,VIC,Victoria
Rockbank,Ground Floor,,VIC,Victoria
Rockbank,Lower Ground,,VIC,Victoria
Rockbank,Roof,,VIC,Victoria
Gsite Eastern Creek Truckstop,Ground Floor,Entire Site,NSW,New South Wales
Gsite Eastern Creek Truckstop,,,NSW,New South Wales
Warrnambool,Ground Floor,Behind counter,VIC,Victoria
Warrnambool,Ground Floor,Entire Site,VIC,Victoria
Warrnambool,Ground Floor,Entrance,VIC,Victoria
Warrnambool,Ground Floor,Forecourt,VIC,Victoria
Warrnambool,Ground Floor,Forecourt lock up,VIC,Victoria
Warrnambool,Ground Floor,Forecourt lock up DB1,VIC,Victoria
Warrnambool,Ground Floor,Forecourt perimeter,VIC,Victoria
Warrnambool,Ground Floor,Office,VIC,Victoria
Warrnambool,Ground Floor,Office data cabinet,VIC,Victoria
Warrnambool,Ground Floor,Pump entry - on pump,VIC,Victoria
Warrnambool,Ground Floor,Roof,VIC,Victoria
Warrnambool,Ground Floor,Shop,VIC,Victoria
Warrnambool,Ground Floor,Shop counter,VIC,Victoria
Warrnambool,Ground Floor,Shop front,VIC,Victoria
Warrnambool,Ground Floor,Store room,VIC,Victoria
Warrnambool,Ground Floor,Street side,VIC,Victoria
Warrnambool,Ground Floor,Walk in freezer,VIC,Victoria
Warrnambool,Ground Floor,Walk in refrigerator,VIC,Victoria
Warrnambool,Ground Floor,,VIC,Victoria
Warrnambool,Lower Ground,Underground forecourt,VIC,Victoria
Warrnambool,Roof,Canopy,VIC,Victoria
Warrnambool,Roof,Roof,VIC,Victoria
Warrnambool,Roof,Roof access through McDonalds,VIC,Victoria
Warrnambool,,,VIC,Victoria
Morawa Opt,Ground Floor,On the OPT card reader,WA,Western Australia
Morawa Opt,Ground Floor,,WA,Western Australia
Morawa Opt,Lower Ground,,WA,Western Australia
Mingenew Opt,Ground Floor,Attached on to the OPT card reader machine,WA,Western Australia
Mingenew Opt,Ground Floor,Attached to the OPT card reader machine,WA,Western Australia
Mingenew Opt,Ground Floor,,WA,Western Australia
Larapinta Green Site,Ground Floor,Entire Site,QLD,Queensland
Larapinta Green Site,Ground Floor,,QLD,Queensland
Larapinta Green Site,Lower Ground,,QLD,Queensland
Larapinta Green Site,Roof,,QLD,Queensland
Highland Park,Ground Floor,,QLD,Queensland
Highland Park,Lower Ground,,QLD,Queensland
Highland Park,Roof,,QLD,Queensland
Ashmore,Ground Floor,Entire Site,QLD,Queensland
Ashmore,Ground Floor,,QLD,Queensland
Ashmore,Lower Ground,,QLD,Queensland
Ashmore,Roof,,QLD,Queensland
Ashmore,,,QLD,Queensland
Mt Warren Park,Ground Floor,Entire Site,QLD,Queensland
Mt Warren Park,Ground Floor,,QLD,Queensland
Mt Warren Park,Lower Ground,,QLD,Queensland
Mt Warren Park,Roof,,QLD,Queensland
On Yaamba,Ground Floor,Canopy,QLD,Queensland
On Yaamba,Ground Floor,Canopy columns,QLD,Queensland
On Yaamba,Ground Floor,Console,QLD,Queensland
On Yaamba,Ground Floor,Driveway,QLD,Queensland
On Yaamba,Ground Floor,Entire Site,QLD,Queensland
On Yaamba,Ground Floor,Fill box,QLD,Queensland
On Yaamba,Ground Floor,Garden,QLD,Queensland
On Yaamba,Ground Floor,Lpg disp,QLD,Queensland
On Yaamba,Ground Floor,Lpg tank,QLD,Queensland
On Yaamba,Ground Floor,Msb,QLD,Queensland
On Yaamba,Ground Floor,Office,QLD,Queensland
On Yaamba,Ground Floor,Rubbish bin compound,QLD,Queensland
On Yaamba,Ground Floor,Rubbish shed,QLD,Queensland
On Yaamba,Ground Floor,Sales,QLD,Queensland
On Yaamba,Ground Floor,Shop door,QLD,Queensland
On Yaamba,Ground Floor,Site,QLD,Queensland
On Yaamba,Ground Floor,Store room,QLD,Queensland
On Yaamba,Ground Floor,Tank farm,QLD,Queensland
On Yaamba,Lower Ground,Lpg tank,QLD,Queensland
On Yaamba,Lower Ground,Tank farm,QLD,Queensland
On Yaamba,Lower Ground,Tanks,QLD,Queensland
On Yaamba,Roof,Canopy,QLD,Queensland
On Yaamba,Roof,Facia,QLD,Queensland
On Yaamba,Roof,,QLD,Queensland
Triabunna Opt,Ground Floor,forecourt,TAS,Tasmania
Brighton,Ground Floor,,TAS,Tasmania
Brighton,Lower Ground,,TAS,Tasmania
Brighton,Roof,,TAS,Tasmania
Brighton,,,TAS,Tasmania
Devonport Opt,Ground Floor,Forecourt,TAS,Tasmania
Burnie Opt,Ground Floor,Forecourt,TAS,Tasmania
Devonport East Opt,Ground Floor,Forecourt,TAS,Tasmania
Watson,Ground Floor,Back of sales building,ACT,Australian Capital Territory
Watson,Ground Floor,Back office area,ACT,Australian Capital Territory
Watson,Ground Floor,Compound at back of site,ACT,Australian Capital Territory
Watson,Ground Floor,Console area,ACT,Australian Capital Territory
Watson,Ground Floor,Console area under sink,ACT,Australian Capital Territory
Watson,Ground Floor,Forecourt,ACT,Australian Capital Territory
Watson,Ground Floor,In main ID Sign,ACT,Australian Capital Territory
Watson,Ground Floor,Managers office,ACT,Australian Capital Territory
Watson,Ground Floor,Outside at back of sales building,ACT,Australian Capital Territory
Watson,Ground Floor,Sales area,ACT,Australian Capital Territory
Watson,Ground Floor,Sales building,ACT,Australian Capital Territory
Watson,Ground Floor,Shop area,ACT,Australian Capital Territory
Watson,Ground Floor,Shop entry,ACT,Australian Capital Territory
Watson,Ground Floor,Store room,ACT,Australian Capital Territory
Watson,Ground Floor,To right  of ingress,ACT,Australian Capital Territory
Watson,Ground Floor,Various,ACT,Australian Capital Territory
Watson,Lower Ground,Diesel TK5,ACT,Australian Capital Territory
Watson,Lower Ground,E10 Unleaded TK2,ACT,Australian Capital Territory
Watson,Lower Ground,E10 Unleaded TK3,ACT,Australian Capital Territory
Watson,Lower Ground,E10 Unleaded TK4,ACT,Australian Capital Territory
Watson,Lower Ground,Forecourt,ACT,Australian Capital Territory
Watson,Lower Ground,PULP TK1,ACT,Australian Capital Territory
Watson,Lower Ground,Tank 2 - E10 Unleaded,ACT,Australian Capital Territory
Watson,Lower Ground,Tank 3 - E10 Unleaded,ACT,Australian Capital Territory
Watson,Lower Ground,Tank 4 - E10 Unleaded,ACT,Australian Capital Territory
Watson,Lower Ground,Tank 5 - Diesel,ACT,Australian Capital Territory
Watson,Lower Ground,Tank 6 - Ultimate,ACT,Australian Capital Territory
Watson,Lower Ground,Tank 7 - Diesel,ACT,Australian Capital Territory
Watson,Lower Ground,Tk1 PULP,ACT,Australian Capital Territory
Watson,Lower Ground,Ultimate TK6,ACT,Australian Capital Territory
Watson,Roof,Back of site high on back wall,ACT,Australian Capital Territory
Watson,Roof,Back off site up on wall - coolroom,ACT,Australian Capital Territory
Watson,Roof,Back off site up on wall - freezer,ACT,Australian Capital Territory
Watson,Roof,Canopy,ACT,Australian Capital Territory
Watson,Roof,Carwash fascia,ACT,Australian Capital Territory
Watson,Roof,Roof,ACT,Australian Capital Territory
Watson,Roof,Sales building,ACT,Australian Capital Territory
Watson,Roof,Shop front,ACT,Australian Capital Territory
Watson,,,ACT,Australian Capital Territory
Charters Towers,Ground Floor,Carrier,QLD,Queensland
Charters Towers,Ground Floor,Entire Site,QLD,Queensland
Charters Towers,Ground Floor,,QLD,Queensland
Charters Towers,Lower Ground,,QLD,Queensland
Charters Towers,Roof,,QLD,Queensland
Charters Towers,,,QLD,Queensland
Baldivis Southbound,Ground Floor,Canopy,WA,Western Australia
Baldivis Southbound,Ground Floor,Cleaners room,WA,Western Australia
Baldivis Southbound,Ground Floor,Compressor shed,WA,Western Australia
Baldivis Southbound,Ground Floor,Console,WA,Western Australia
Baldivis Southbound,Ground Floor,Entire Site,WA,Western Australia
Baldivis Southbound,Ground Floor,Grounds,WA,Western Australia
Baldivis Southbound,Ground Floor,Kitchen area,WA,Western Australia
Baldivis Southbound,Ground Floor,Office,WA,Western Australia
Baldivis Southbound,Ground Floor,Outside,WA,Western Australia
Baldivis Southbound,Ground Floor,Roof plant room,WA,Western Australia
Baldivis Southbound,Ground Floor,Sales,WA,Western Australia
Baldivis Southbound,Ground Floor,Security room,WA,Western Australia
Baldivis Southbound,Ground Floor,Store room,WA,Western Australia
Baldivis Southbound,Ground Floor,Storeroom,WA,Western Australia
Baldivis Southbound,Ground Floor,Wild bean cafe,WA,Western Australia
Baldivis Southbound,Ground Floor,,WA,Western Australia
Baldivis Southbound,Lower Ground,,WA,Western Australia
Baldivis Southbound,,,WA,Western Australia
Baldivis Northbound,Ground Floor,Back of building,WA,Western Australia
Baldivis Northbound,Ground Floor,Boundary,WA,Western Australia
Baldivis Northbound,Ground Floor,Building entrances,WA,Western Australia
Baldivis Northbound,Ground Floor,Canopy 1 / Canopy 2,WA,Western Australia
Baldivis Northbound,Ground Floor,Car park area,WA,Western Australia
Baldivis Northbound,Ground Floor,Comms room,WA,Western Australia
Baldivis Northbound,Ground Floor,Comms room / console,WA,Western Australia
Baldivis Northbound,Ground Floor,Compressor shed,WA,Western Australia
Baldivis Northbound,Ground Floor,Console,WA,Western Australia
Baldivis Northbound,Ground Floor,Cool room,WA,Western Australia
Baldivis Northbound,Ground Floor,Cool room - office area,WA,Western Australia
Baldivis Northbound,Ground Floor,Entire Site,WA,Western Australia
Baldivis Northbound,Ground Floor,Firecourt,WA,Western Australia
Baldivis Northbound,Ground Floor,Forecourt,WA,Western Australia
Baldivis Northbound,Ground Floor,Forecourt - Fill up area,WA,Western Australia
Baldivis Northbound,Ground Floor,Forecourt - nearby fill up area,WA,Western Australia
Baldivis Northbound,Ground Floor,Forecourt - truck,WA,Western Australia
Baldivis Northbound,Ground Floor,Front of building,WA,Western Australia
Baldivis Northbound,Ground Floor,Grounds,WA,Western Australia
Baldivis Northbound,Ground Floor,Kitchen,WA,Western Australia
Baldivis Northbound,Ground Floor,Office,WA,Western Australia
Baldivis Northbound,Ground Floor,Office area,WA,Western Australia
Baldivis Northbound,Ground Floor,Office section,WA,Western Australia
Baldivis Northbound,Ground Floor,Sales building,WA,Western Australia
Baldivis Northbound,Ground Floor,Shop floor,WA,Western Australia
Baldivis Northbound,Ground Floor,Shop fr,WA,Western Australia
Baldivis Northbound,Ground Floor,Site entrance,WA,Western Australia
Baldivis Northbound,Ground Floor,Staff room,WA,Western Australia
Baldivis Northbound,Ground Floor,Truck bowsers,WA,Western Australia
Baldivis Northbound,Ground Floor,Truck forecourt,WA,Western Australia
Baldivis Northbound,Ground Floor,,WA,Western Australia
Baldivis Northbound,Lower Ground,Forecourt,WA,Western Australia
Baldivis Northbound,Roof,Canopy 1 + 2,WA,Western Australia
Baldivis Northbound,Roof,Forecourt,WA,Western Australia
Baldivis Northbound,Roof,Forecourt canopy,WA,Western Australia
Baldivis Northbound,Roof,Roof,WA,Western Australia
Baldivis Northbound,Roof,,WA,Western Australia
Baldivis Northbound,,,WA,Western Australia
Stewart St,Ground Floor,,NSW,New South Wales
Stewart St,Lower Ground,,NSW,New South Wales
Stewart St,Roof,,NSW,New South Wales
Brighton Opt,Ground Floor,,TAS,Tasmania
Brighton Opt,Lower Ground,,TAS,Tasmania
Devonport,Ground Floor,,TAS,Tasmania
Devonport,Lower Ground,,TAS,Tasmania
Devonport,Roof,,TAS,Tasmania
Devonport,,,TAS,Tasmania
Dubbo West,Ground Floor,,NSW,New South Wales
Dubbo West,Lower Ground,,NSW,New South Wales
Dubbo West,Roof,,NSW,New South Wales
Opt Derby,Ground Floor,Built in to bowser,WA,Western Australia
Opt Derby,Ground Floor,Entrance to depot locked grounds,WA,Western Australia
Opt Derby,Ground Floor,Forecourt,WA,Western Australia
Opt Derby,Ground Floor,With depot locked grounds.,WA,Western Australia
Opt Derby,Ground Floor,Within depot locked grounds,WA,Western Australia
Port Of Brisbane,Ground Floor,,QLD,Queensland
Port Of Brisbane,Lower Ground,,QLD,Queensland
Port Of Brisbane,Roof,,QLD,Queensland
Berkeley Vale,Ground Floor,Entire Site,NSW,New South Wales
Berkeley Vale,Ground Floor,,NSW,New South Wales
Berkeley Vale,Lower Ground,,NSW,New South Wales
Berkeley Vale,Roof,,NSW,New South Wales
Rockbank Inbound Service Centre,Ground Floor,Behind counter,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,BP entrance,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Canopy 1 & 2,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Counter,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Entire Site,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Forecourt,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Forecourt perimeter,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,HWY entrance,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Kitchen,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Kitchen and store room,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,McDonalds entrance 1,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,McDonalds entrance 2 - carpark,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Office,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Office computer,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Office data cabinet,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Pump entry,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Shop,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Shop front,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Side of building,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Store room,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Street side,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Underground forecourt,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Various DBs,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Various locations,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Walk in freezer,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Walk in refrigerator,VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Walk in refrigerator (drinks),VIC,Victoria
Rockbank Inbound Service Centre,Ground Floor,Walk in refrigerator (kitchen),VIC,Victoria
Rockbank Inbound Service Centre,Lower Ground,Underground forecourt,VIC,Victoria
Rockbank Inbound Service Centre,Roof,Canopy 1,VIC,Victoria
Rockbank Inbound Service Centre,Roof,Canopy 1 2 and 3,VIC,Victoria
Rockbank Inbound Service Centre,Roof,Canopy 2,VIC,Victoria
Rockbank Inbound Service Centre,Roof,Canopy 3,VIC,Victoria
Rockbank Inbound Service Centre,Roof,Roof,VIC,Victoria
Rockbank Inbound Service Centre,,,VIC,Victoria
Truganina,Ground Floor,Back of building,VIC,Victoria
Truganina,Ground Floor,Behind counter,VIC,Victoria
Truganina,Ground Floor,Counter,VIC,Victoria
Truganina,Ground Floor,Counter entrance,VIC,Victoria
Truganina,Ground Floor,Dispenser 11/12,VIC,Victoria
Truganina,Ground Floor,Entire Site,VIC,Victoria
Truganina,Ground Floor,Entrances,VIC,Victoria
Truganina,Ground Floor,Forecourt,VIC,Victoria
Truganina,Ground Floor,Forecourt lock up,VIC,Victoria
Truganina,Ground Floor,Kitchen,VIC,Victoria
Truganina,Ground Floor,Kitchen and shop,VIC,Victoria
Truganina,Ground Floor,Office,VIC,Victoria
Truganina,Ground Floor,Office data cabinet,VIC,Victoria
Truganina,Ground Floor,Paraweena drive,VIC,Victoria
Truganina,Ground Floor,Perimeter,VIC,Victoria
Truganina,Ground Floor,Pump entry,VIC,Victoria
Truganina,Ground Floor,Shop,VIC,Victoria
Truganina,Ground Floor,Shop front,VIC,Victoria
Truganina,Ground Floor,Store room,VIC,Victoria
Truganina,Ground Floor,Store room switchboards,VIC,Victoria
Truganina,Ground Floor,Street side,VIC,Victoria
Truganina,Ground Floor,Various locations,VIC,Victoria
Truganina,Ground Floor,Walk in freezer,VIC,Victoria
Truganina,Ground Floor,Walk in refrigerator,VIC,Victoria
Truganina,Ground Floor,,VIC,Victoria
Truganina,Lower Ground,Underground forecourt,VIC,Victoria
Truganina,Roof,Canopy 1,VIC,Victoria
Truganina,Roof,Canopy 1 & 2,VIC,Victoria
Truganina,Roof,Kitchen,VIC,Victoria
Truganina,Roof,Roof,VIC,Victoria
Truganina,,,VIC,Victoria
Opt Crestmead,Ground Floor,,QLD,Queensland
